target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
P54753_WT	SD	-		0.1585974878233796	0.04027371746361518	0.10619762969417836	0.060655624454834176	0.24343224778007386	0.04925235005797741	0.2322195640464557	0.02481893354141772	0.2046627153432257	0.20466271534322567
P54753_WT	Test set	4:21		0.0	0.84	0.5	1.0	0.0	0.84	0.0	0.9130434782608696	0.369047619047619	0.6309523809523808
P54646_WT		0:19	Only one activity class in traing set for temporal split at 2013										
P53779_WT	Fold 1	20:102		0.6150324307400424	0.9016393442622951	0.7803921568627451	0.9607843137254902	0.6	0.9245283018867925	0.75	0.9423076923076923	0.09362745098039216	0.9063725490196077
P53779_WT	Fold 2	21:101		0.4837865358474066	0.860655737704918	0.7272512965582273	0.9306930693069307	0.5238095238095238	0.9038461538461539	0.6111111111111112	0.9170731707317074	0.13955681282413956	0.8604431871758604
P53779_WT	Fold 3	20:101		0.5346275776184037	0.8842975206611571	0.7301980198019802	0.9603960396039604	0.5	0.9065420560747663	0.7142857142857143	0.9326923076923077	0.10148514851485149	0.8985148514851485
P53779_WT	Fold 4	20:101		0.6041866495450993	0.9008264462809917	0.7601485148514852	0.9702970297029703	0.55	0.9158878504672897	0.7857142857142857	0.9423076923076923	0.06683168316831685	0.9331683168316832
P53779_WT	Fold 5	20:101		0.6041866495450993	0.9008264462809917	0.7601485148514852	0.9702970297029703	0.55	0.9158878504672897	0.7857142857142857	0.9423076923076923	0.12722772277227723	0.8727722772277228
P53779_WT	Mean	-		0.5683639686592102	0.8896490990380708	0.7516277005851846	0.9584934964084644	0.5447619047619048	0.9133384425484584	0.7293650793650793	0.9353377110694184	0.10574576365199544	0.8942542363480046
P53779_WT	SD	-		0.04661180198581313	0.01450796652322273	0.018375902645497322	0.013293971428730502	0.030410395246985085	0.0067639525845049195	0.05914340526915299	0.009003087508934297	0.023395062217664728	0.023395062217664738
P53779_WT	Test set	154:86		0.11638452044067692	0.4875	0.5544397463002114	0.7906976744186046	0.3181818181818182	0.3930635838150289	0.7313432835820896	0.525096525096525	0.42154938085170646	0.5784506191482937
P53778_WT	Fold 1	5:165		0.4418894343490791	0.9764705882352941	0.6	1.0	0.2	0.9763313609467456	1.0	0.9880239520958084	0.24363636363636365	0.7563636363636363
P53778_WT	Fold 2	5:165		0.0	0.9705882352941176	0.5	1.0	0.0	0.9705882352941176	0.0	0.9850746268656716	0.2715151515151515	0.7284848484848484
P53778_WT	Fold 3	4:165		0.3429104142022964	0.9763313609467456	0.621969696969697	0.9939393939393939	0.25	0.9820359281437125	0.5	0.9879518072289156	0.4954545454545455	0.5045454545454545
P53778_WT	Fold 4	5:164		0.0	0.9704142011834319	0.5	1.0	0.0	0.9704142011834319	0.0	0.9849849849849849	0.2621951219512195	0.7378048780487805
P53778_WT	Fold 5	5:164		0.4418575508442684	0.9763313609467456	0.6	1.0	0.2	0.9761904761904762	1.0	0.9879518072289156	0.10609756097560975	0.8939024390243903
P53778_WT	Mean	-		0.2453314798791288	0.9740271493212671	0.5643939393939394	0.9987878787878788	0.13	0.9751120403516967	0.5	0.9867974356808592	0.275779748706578	0.724220251293422
P53778_WT	SD	-		0.18581094536177445	0.0026289636769829274	0.048551879169825486	0.002213020434364322	0.09831920802501752	0.003939638176663794	0.408248290463863	0.0013179869496526147	0.11422564454949684	0.11422564454949684
P53778_WT	Test set	34:26		0.0	0.43333333333333335	0.5	1.0	0.0	0.43333333333333335	0.0	0.6046511627906976	0.6346153846153848	0.3653846153846154
P53671_WT	Fold 1	11:13		0.6643356643356644	0.8333333333333334	0.8321678321678322	0.8461538461538461	0.8181818181818182	0.8461538461538461	0.8181818181818182	0.8461538461538461	0.07692307692307694	0.9230769230769231
P53671_WT	Fold 2	11:13		0.7774288420142416	0.875	0.8846153846153846	0.7692307692307693	1.0	1.0	0.7857142857142857	0.8695652173913044	0.0	1.0
P53671_WT	Fold 3	11:13		0.8420753583206844	0.9166666666666666	0.9090909090909092	1.0	0.8181818181818182	0.8666666666666667	1.0	0.9285714285714286	0.027972027972027982	0.972027972027972
P53671_WT	Fold 4	11:13		0.4139186771923578	0.7083333333333334	0.6958041958041958	0.8461538461538461	0.5454545454545454	0.6875	0.75	0.7586206896551724	0.13986013986013987	0.8601398601398601
P53671_WT	Fold 5	11:13		0.9198662110077999	0.9583333333333334	0.9615384615384616	0.9230769230769231	1.0	1.0	0.9166666666666666	0.9600000000000001	0.0	1.0
P53671_WT	Mean	-		0.7235249505741497	0.8583333333333334	0.8566433566433567	0.876923076923077	0.8363636363636363	0.8800641025641026	0.8541125541125542	0.8725822363543504	0.04895104895104896	0.951048951048951
P53671_WT	SD	-		0.16065964820115405	0.07832151211039823	0.08266846445829992	0.07161148740394328	0.1521200048243774	0.10581396360457478	0.08367091160536855	0.06386372390229321	0.04878426465374441	0.0487842646537444
P53671_WT	Test set	97:27		0.40127010322639495	0.6129032258064516	0.739213440244368	0.9629629629629629	0.5154639175257731	0.3561643835616438	0.9803921568627451	0.52	0.15273004963726614	0.8472699503627339
P53667_WT	Fold 1	20:166		0.5751485083028866	0.9301075268817204	0.7189759036144578	0.9879518072289156	0.45	0.9371428571428572	0.8181818181818182	0.9618768328445747	0.23132530120481928	0.7686746987951807
P53667_WT	Fold 2	20:166		0.5446466820876618	0.9247311827956989	0.7159638554216867	0.9819277108433735	0.45	0.9367816091954023	0.75	0.9588235294117649	0.16837349397590362	0.8316265060240964
P53667_WT	Fold 3	19:166		0.5408586243613569	0.9297297297297298	0.6811984781230184	0.9939759036144579	0.3684210526315789	0.9322033898305084	0.875	0.9620991253644313	0.15948002536461636	0.8405199746353836
P53667_WT	Fold 4	19:166		0.56158079722792	0.9297297297297298	0.7278059606848446	0.9819277108433735	0.47368421052631576	0.9421965317919075	0.75	0.9616519174041298	0.13887127457197213	0.8611287254280279
P53667_WT	Fold 5	20:165		0.609623402307271	0.9351351351351351	0.7219696969696969	0.9939393939393939	0.45	0.9371428571428572	0.9	0.9647058823529412	0.1993939393939394	0.8006060606060607
P53667_WT	Mean	-		0.5663716028574193	0.9298866608544027	0.7131827789627408	0.987944505293903	0.43842105263157893	0.9370934490207065	0.8186363636363637	0.9618314574755683	0.17948880690225016	0.8205111930977498
P53667_WT	SD	-		0.02270678421977776	0.0030062011700009816	0.01502962381124549	0.004911214035435096	0.03302954831458023	0.002888374948394689	0.05659653738593144	0.0017037160010190228	0.029599892718737253	0.029599892718737253
P53667_WT	Test set	84:41		0.0627395562633566	0.336	0.5059523809523809	1.0	0.011904761904761904	0.33064516129032256	1.0	0.49696969696969695	0.437862950058072	0.5621370499419279
P53355_WT		3:26	Not enough data in minority class of the training set for all 5 folds										
P53355_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.15000000000000002	0.8500000000000001
P53355_WT	Fold 2	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.1	0.9
P53355_WT	Fold 3	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.33333333333333337	0.6666666666666666
P53355_WT	Fold 4	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.1111111111111111	0.8888888888888888
P53355_WT	Fold 5	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.0	1.0
P53355_WT	Mean	-		0.0	0.8393939393939395	0.5	1.0	0.0	0.8393939393939395	0.0	0.9122943722943722	0.1388888888888889	0.861111111111111
P53355_WT	SD	-		0.0	0.03226003923771979	0.0	0.0	0.0	0.03226003923771979	0.0	0.018577095439777553	0.09958762710925002	0.09958762710925002
P53355_WT	Test set	3:26		0.0	0.896551724137931	0.5	1.0	0.0	0.896551724137931	0.0	0.9454545454545454	0.6153846153846154	0.38461538461538464
P53350_WT	Fold 1	24:247		0.6061478638034801	0.9446494464944649	0.7439271255060729	0.9878542510121457	0.5	0.953125	0.8	0.970178926441352	0.05549932523616732	0.9445006747638326
P53350_WT	Fold 2	25:246		0.6132234455838474	0.9446494464944649	0.7179674796747968	0.9959349593495935	0.44	0.9459459459459459	0.9166666666666666	0.9702970297029704	0.07073170731707318	0.9292682926829269
P53350_WT	Fold 3	24:246		0.5755488587490092	0.937037037037037	0.7586382113821137	0.975609756097561	0.5416666666666666	0.9561752988047809	0.6842105263157895	0.96579476861167	0.04776422764227641	0.9522357723577235
P53350_WT	Fold 4	24:246		0.6991314920711088	0.9555555555555556	0.8064024390243902	0.9878048780487805	0.625	0.9642857142857143	0.8333333333333334	0.9759036144578312	0.03506097560975607	0.9649390243902438
P53350_WT	Fold 5	24:246		0.5079850199442941	0.9259259259259259	0.733739837398374	0.967479674796748	0.5	0.952	0.6	0.9596774193548387	0.06800474254742546	0.9319952574525746
P53350_WT	Mean	-		0.6004073360303479	0.9415634823014896	0.7521350185971495	0.9829367038609658	0.5213333333333333	0.9543063918072882	0.766842105263158	0.9683703517137324	0.05541219567053969	0.9445878043294602
P53350_WT	SD	-		0.05642619621035838	0.008942840153616542	0.02756935905604303	0.009214480874094867	0.05580554864222069	0.005472535598562252	0.10216995197658915	0.004931764043814269	0.012013401117223396	0.01201340111722333
P53350_WT	Test set	137:3262		0.5802133791667282	0.9729332156516622	0.7166788992468013	0.9954015941140405	0.43795620437956206	0.9768351383874849	0.8	0.9860309747950198	0.12002510662483723	0.8799748933751628
P52564_WT		3:47	Not enough data in minority class of the training set for all 5 folds										
P52333_WT	Fold 1	43:190		0.6429210078109605	0.9012875536480687	0.7775397796817626	0.9736842105263158	0.5813953488372093	0.9113300492610837	0.8333333333333334	0.9414758269720103	0.10012239902080786	0.8998776009791921
P52333_WT	Fold 2	43:190		0.5618803684373459	0.8755364806866953	0.7617503059975521	0.9421052631578948	0.5813953488372093	0.9086294416243654	0.6944444444444444	0.9250645994832041	0.100734394124847	0.899265605875153
P52333_WT	Fold 3	44:189		0.567555016314704	0.8798283261802575	0.7428451178451179	0.9629629629629629	0.5227272727272727	0.896551724137931	0.7666666666666667	0.9285714285714286	0.1183261183261183	0.8816738816738817
P52333_WT	Fold 4	44:189		0.6153328672561544	0.8927038626609443	0.7594997594997595	0.9735449735449735	0.5454545454545454	0.9019607843137255	0.8275862068965517	0.9363867684478372	0.07443482443482444	0.9255651755651756
P52333_WT	Fold 5	44:189		0.6081798734282545	0.8884120171673819	0.7742905242905243	0.9576719576719577	0.5909090909090909	0.9095477386934674	0.7647058823529411	0.9329896907216496	0.0955988455988456	0.9044011544011544
P52333_WT	Mean	-		0.5991738266494838	0.8875536480686697	0.7631850974629432	0.9619938735728208	0.5643763213530655	0.9056039476061146	0.7773473067387874	0.9328976628392258	0.09784331630108863	0.9021566836989112
P52333_WT	SD	-		0.027828613942881872	0.008366347077089234	0.011245313986513366	0.010686960935253767	0.02372045287620195	0.005044976558438099	0.046197309666175496	0.0052573822929839935	0.012819860035696531	0.012819860035696531
P52333_WT	Test set	1105:546		-0.018949183378787326	0.41126589945487585	0.49115492350786466	0.7271062271062271	0.25520361990950224	0.3254098360655738	0.654292343387471	0.44960362400905995	0.5011171332438301	0.49888286675616994
P51957_WT		0:1	Only one activity class in traing set for temporal split at 2013										
P51955_WT	Fold 1	11:187		0.5114083119567587	0.9595959595959596	0.6363636363636364	1.0	0.2727272727272727	0.958974358974359	1.0	0.9790575916230366	0.1327175498298493	0.8672824501701507
P51955_WT	Fold 2	11:187		0.41649656391752143	0.9545454545454546	0.5909090909090909	1.0	0.18181818181818182	0.9540816326530612	1.0	0.9765013054830287	0.2897423432182791	0.710257656781721
P51955_WT	Fold 3	10:187		0.362728273702449	0.949238578680203	0.6419786096256684	0.983957219251337	0.3	0.9633507853403142	0.5	0.9735449735449736	0.16042780748663102	0.839572192513369
P51955_WT	Fold 4	10:187		0.7051120936513606	0.9746192893401016	0.7973262032085562	0.9946524064171123	0.6	0.9789473684210527	0.8571428571428571	0.9867374005305041	0.10213903743315507	0.897860962566845
P51955_WT	Fold 5	10:187		0.24590732096647938	0.9238578680203046	0.6286096256684492	0.9572192513368984	0.3	0.9623655913978495	0.2727272727272727	0.9597855227882037	0.18609625668449198	0.813903743315508
P51955_WT	Mean	-		0.4483305128389138	0.9523714300364047	0.6590374331550801	0.9871657754010694	0.33090909090909093	0.9635439473573273	0.725974025974026	0.9751253587939492	0.17422459893048128	0.8257754010695187
P51955_WT	SD	-		0.14096801129039943	0.01513674023684297	0.06518718039829684	0.014677496506409178	0.12905676031467747	0.007627884725911904	0.26579522534449895	0.008062292724190175	0.058587257230478564	0.05858725723047854
P51955_WT	Test set	6:39		-0.08459098688756271	0.8222222222222222	0.47435897435897434	0.9487179487179487	0.0	0.8604651162790697	0.0	0.9024390243902439	0.5512820512820513	0.4487179487179488
P51817_WT	Fold 1	24:141		0.6126148519618206	0.9151515151515152	0.7256205673758865	0.9929078014184397	0.4583333333333333	0.9150326797385621	0.9166666666666666	0.9523809523809524	0.0865839243498818	0.9134160756501183
P51817_WT	Fold 2	23:141		0.5773719210426448	0.9085365853658537	0.7466851680542708	0.9716312056737588	0.5217391304347826	0.9256756756756757	0.75	0.9480968858131488	0.1344434165895776	0.8655565834104224
P51817_WT	Fold 3	23:141		0.5419298260513593	0.9024390243902439	0.7249460376194881	0.9716312056737588	0.4782608695652174	0.9194630872483222	0.7333333333333333	0.9448275862068964	0.13814369411039162	0.8618563058896085
P51817_WT	Fold 4	23:141		0.5419298260513593	0.9024390243902439	0.7249460376194881	0.9716312056737588	0.4782608695652174	0.9194630872483222	0.7333333333333333	0.9448275862068964	0.07708911501695961	0.9229108849830404
P51817_WT	Fold 5	23:141		0.41077957992328923	0.8841463414634146	0.6415356151711378	0.9787234042553191	0.30434782608695654	0.8961038961038961	0.7	0.9355932203389831	0.12457600986740675	0.8754239901325932
P51817_WT	Mean	-		0.5369252010060948	0.9025424981522543	0.7127466851680542	0.9773049645390071	0.44818840579710145	0.9151476852029556	0.7666666666666666	0.9451452461893755	0.11216723198684346	0.8878327680131566
P51817_WT	SD	-		0.06235338895570527	0.00942829417030704	0.03338218675255187	0.0075502219492535865	0.06832696780306104	0.009226439386587971	0.0700528900717694	0.00504167026118256	0.023129932530527954	0.023129932530527964
P51817_WT	Test set	7:12		0.5669467095138409	0.7894736842105263	0.7142857142857143	1.0	0.42857142857142855	0.75	1.0	0.8571428571428571	0.380952380952381	0.6190476190476191
P51813_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.44999999999999996	0.55
P51813_WT	Fold 2	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.6000000000000001	0.4
P51813_WT	Fold 3	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.0	1.0
P51813_WT	Fold 4	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.6666666666666666	0.3333333333333333
P51813_WT	Fold 5	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.4444444444444444	0.5555555555555556
P51813_WT	Mean	-		0.0	0.8424242424242424	0.5	1.0	0.0	0.8424242424242424	0.0	0.9141125541125541	0.4322222222222223	0.5677777777777779
P51813_WT	SD	-		0.0	0.0310513659574533	0.0	0.0	0.0	0.0310513659574533	0.0	0.017856989810879395	0.21228717253145366	0.21228717253145366
P51813_WT	Test set	63:92		0.02706275932971119	0.5870967741935483	0.5070738440303658	0.9347826086956522	0.07936507936507936	0.5972222222222222	0.45454545454545453	0.7288135593220338	0.4870600414078675	0.5129399585921326
P51812_WT	Fold 1	24:197		0.4773816992951135	0.918552036199095	0.6432952622673435	0.9949238578680203	0.2916666666666667	0.92018779342723	0.875	0.9560975609756098	0.2068527918781726	0.7931472081218274
P51812_WT	Fold 2	24:197		0.625677633931976	0.9366515837104072	0.7449238578680203	0.9898477157360406	0.5	0.9420289855072463	0.8571428571428571	0.9653465346534653	0.08544839255499154	0.9145516074450084
P51812_WT	Fold 3	24:197		0.5219685970404675	0.9230769230769231	0.6824238578680203	0.9898477157360406	0.375	0.9285714285714286	0.8181818181818182	0.9582309582309582	0.15143824027072758	0.8485617597292724
P51812_WT	Fold 4	24:196		0.5536125725328791	0.9272727272727272	0.6849489795918368	0.9948979591836735	0.375	0.9285714285714286	0.9	0.9605911330049262	0.18473639455782312	0.8152636054421769
P51812_WT	Fold 5	24:196		0.5887110815656362	0.9318181818181818	0.7057823129251701	0.9948979591836735	0.4166666666666667	0.9330143540669856	0.9090909090909091	0.9629629629629629	0.1673044217687075	0.8326955782312925
P51812_WT	Mean	-		0.5534703168732145	0.9274742904154669	0.6922748541040782	0.9928830415414899	0.3916666666666667	0.9304747980288639	0.8718831168831169	0.9606458299655845	0.15915604820608448	0.8408439517939155
P51812_WT	SD	-		0.04697102732353785	0.005803392574636929	0.030287731349629976	0.002262414748988778	0.06180165405913052	0.006493800728559022	0.029681078756696844	0.0029996410326229655	0.037612304123825824	0.03761230412382582
P51812_WT	Test set	124:95		0.27945870787304794	0.5844748858447488	0.6207555178268251	0.8947368421052632	0.3467741935483871	0.5120481927710844	0.8113207547169812	0.6513409961685824	0.3895161290322581	0.6104838709677419
P51617_WT	Fold 1	11:121		0.4113766756037212	0.9318181818181818	0.5909090909090909	1.0	0.18181818181818182	0.9307692307692308	1.0	0.9641434262948207	0.23441021788129227	0.7655897821187078
P51617_WT	Fold 2	11:121		0.5402260229238831	0.9393939393939394	0.71900826446281	0.9834710743801653	0.45454545454545453	0.952	0.7142857142857143	0.967479674796748	0.16153268219383923	0.8384673178061608
P51617_WT	Fold 3	12:120		0.4822428221704121	0.9318181818181818	0.625	1.0	0.25	0.9302325581395349	1.0	0.963855421686747	0.09097222222222223	0.9090277777777778
P51617_WT	Fold 4	11:120		0.19698741179080556	0.9007633587786259	0.5742424242424242	0.9666666666666667	0.18181818181818182	0.928	0.3333333333333333	0.9469387755102041	0.18636363636363634	0.8136363636363635
P51617_WT	Fold 5	11:120		0.3216495177168384	0.9236641221374046	0.5867424242424243	0.9916666666666667	0.18181818181818182	0.9296875	0.6666666666666666	0.9596774193548387	0.14015151515151514	0.8598484848484849
P51617_WT	Mean	-		0.390496490041132	0.9254915567892666	0.6191804407713499	0.9883608815426997	0.25	0.9341378577817532	0.7428571428571429	0.9604189435286716	0.16268605476250103	0.8373139452374989
P51617_WT	SD	-		0.11064807091939755	0.012166565557981585	0.048080455352648405	0.011375525961365797	0.09642365197998375	0.008196890878096386	0.22604423008149716	0.006554894709969989	0.043506690992968305	0.04350669099296831
P51617_WT	Test set	13:17		0.38118124993124375	0.6666666666666666	0.6153846153846154	1.0	0.23076923076923078	0.6296296296296297	1.0	0.7727272727272727	0.2850678733031674	0.7149321266968326
P50750_WT	Fold 1	21:72		0.6781816228628215	0.8924731182795699	0.7619047619047619	1.0	0.5238095238095238	0.8780487804878049	1.0	0.9350649350649352	0.14880952380952384	0.8511904761904762
